Name,Year,Engine,Fuel,Transmission,Driven_KM,No_of_Owner,Location, Price 
Hyundai i10 Sportz,2010,1197 CC,Petrol,Manual,36000,Second,Bangalore,3.25
Toyota Innova 2.5 G4 Diesel 7-seater,2016,2494 CC,Diesel,Manual,47000,First,Pune,12.8
Maruti Zen VXI BSII,2002,993 CC,Petrol,Manual,60000,Third,Mumbai,0.55
Maruti Swift VDI,2018,1248 CC,Diesel,Manual,31025,First,Hyderabad,7.15
Mahindra Scorpio VLX 2.2 mHawk Airbag BSIV,2013,2179 CC,Diesel,Manual,105000,Second,Pune,7
Tata Zest Quadrajet 1.3 75PS XE,2017,1248 CC,Diesel,Manual,121900,First,Pune,3.75
Ford EcoSport 1.0 Ecoboost Titanium Plus,2017,999 CC,Petrol,Manual,22695,First,Mumbai,8.5
Maruti Swift Dzire ZDI,2012,1248 CC,Diesel,Manual,73000,First,Jaipur,4.35
Maruti Alto 800 LXI,2016,796 CC,Petrol,Manual,32227,First,Kochi,3.26
Honda City 1.5 S MT,2011,1497 CC,Petrol,Manual,55000,First,Jaipur,4.21
Audi Q7 3.0 TDI Quattro Technology,2018,2967 CC,Diesel,Automatic,11287,First,Kochi,70.36
Skoda Laura 1.9 TDI AT Ambiente,2009,1896 CC,Diesel,Automatic,48000,Second,Mumbai,2.95
Hyundai Verna 1.6 SX VTVT (O),2012,1591 CC,Petrol,Manual,54308,First,Kochi,4.28
Honda City 1.5 V AT,2009,1497 CC,Petrol,Automatic,78442,First,Jaipur,3.57
Hyundai i20 Magna Optional 1.4 CRDi,2013,1396 CC,Diesel,Manual,46000,First,Kolkata,3.11
Hyundai i20 Sportz AT 1.4,2014,1396 CC,Petrol,Automatic,45051,First,Coimbatore,5.96
Volkswagen Vento Diesel Highline,2011,1598 CC,Diesel,Manual,69000,First,Hyderabad,4.7
Honda City i VTEC VX,2014,1497 CC,Petrol,Manual,49000,First,Ahmedabad,6.9
Tata Zest Quadrajet 1.3 75PS XE,2018,1248 CC,Diesel,Manual,45000,First,Pune,5.25
BMW 5 Series 2003-2012 520d,2015,1995 CC,Diesel,Automatic,64000,First,Pune,28
Maruti Wagon R LXI Minor,2009,1061 CC,Petrol,Manual,60000,First,Delhi,1.35
Honda Jazz VX,2015,1199 CC,Petrol,Manual,62178,First,Delhi,4.85
Volkswagen Jetta 2007-2011 2.0 TDI Comfortline,2012,1896 CC,Diesel,Manual,58006,First,Coimbatore,6.7
Hyundai i10 Magna 1.2,2010,1197 CC,Petrol,Manual,74000,First,Hyderabad,3.1
Mercedes-Benz New C-Class C 220 CDI Avantgarde,2015,2143 CC,Diesel,Automatic,77771,First,Kochi,18.64
Hyundai i10 Magna 1.2 iTech SE,2012,1197 CC,Petrol,Manual,45275,First,Pune,2.8
Toyota Innova Crysta 2.4 ZX MT,2016,2393 CC,Diesel,Manual,48000,First,Chennai,20.25
Audi A6 2011-2015 2.0 TDI Technology,2015,1968 CC,Diesel,Automatic,31652,First,Kochi,26.78
Toyota Innova 2.5 VX (Diesel) 7 Seater,2010,2494 CC,Diesel,Manual,109000,Second,Hyderabad,8.26
Volkswagen Polo Petrol Trendline 1.2L,2015,1198 CC,Petrol,Manual,31978,First,Mumbai,3.89
Maruti Alto K10 LXI,2011,998 CC,Petrol,Manual,70000,First,Hyderabad,2.1
Honda City i-VTEC CVT ZX,2017,1497 CC,Petrol,Automatic,15000,First,Mumbai,12.69
Tata Indigo LX,2013,1405 CC,Diesel,Manual,59138,First,Coimbatore,2.58
Audi A6 2011-2015 2.0 TDI Premium Plus,2014,1968 CC,Diesel,Automatic,61726,First,Kochi,20.77
Mercedes-Benz GLA Class 200 CDI SPORT,2015,2143 CC,Diesel,Automatic,48000,First,Delhi,20.26
Hyundai Santro Xing XL,2006,1086 CC,Petrol,Manual,58000,Second,Chennai,1.5
Maruti Swift VDI BSIV,2011,1248 CC,Diesel,Manual,60020,First,Kolkata,2.5
Maruti Celerio VXI AT,2014,998 CC,Petrol,Automatic,77815,First,Hyderabad,4.25
Mercedes-Benz GLE 250d,2017,2143 CC,Diesel,Automatic,29000,First,Hyderabad,57
Land Rover Range Rover HSE Dynamic,2017,2179 CC,Diesel,Automatic,44000,First,Delhi,44
Volkswagen Vento Diesel Trendline,2011,1598 CC,Diesel,Manual,108626,First,Hyderabad,3.65
Maruti Omni 8 Seater BSIV,2012,796 CC,Petrol,Manual,71791,First,Hyderabad,2.05
Honda Brio 1.2 VX MT,2012,1198 CC,Petrol,Manual,91931,First,Kochi,3.13
Tata Sumo Delux,2000,2956 CC,Diesel,Manual,158000,Second,Hyderabad,1.5
Tata Indica Vista Aura 1.3 Quadrajet,2012,1248 CC,Diesel,Manual,91183,First,Pune,2.85
Maruti Wagon R LXI BS IV,2012,998 CC,Petrol,Manual,65000,First,Delhi,2.65
Mahindra XUV500 W8 4WD,2015,2179 CC,Diesel,Manual,88428,First,Hyderabad,10.6
Tata Indigo LS Dicor,2008,1396 CC,Diesel,Manual,138000,Second,Pune,1.25
Maruti Ertiga Paseo VXI,2018,1373 CC,Petrol,Manual,18000,First,Mumbai,8.25
Honda Accord 2.4 A/T,2011,2354 CC,Petrol,Automatic,60000,First,Mumbai,4.45
Maruti Swift Dzire VDi,2012,1248 CC,Diesel,Manual,48000,First,Kolkata,3.7
Ford Fiesta EXi 1.4 TDCi Ltd,2009,1399 CC,Diesel,Manual,160000,First,Hyderabad,2.8
Honda City ZX GXi,2008,1497 CC,Petrol,Manual,40000,First,Kolkata,1.8
Audi A6 2011-2015 2.0 TDI Premium Plus,2014,1968 CC,Diesel,Automatic,51495,First,Kochi,21.95
BMW 6 Series 640d Gran Coupe,2011,2993 CC,Diesel,Automatic,30000,First,Mumbai,49
Audi Q7 45 TDI Quattro Technology,2017,2967 CC,Diesel,Automatic,97430,First,Coimbatore,62.67
Maruti Zen Estilo LXI Green (CNG),2008,998 CC,CNG,Manual,42496,First,Pune,1.4
Hyundai i20 1.4 CRDi Asta,2012,1396 CC,Diesel,Manual,83000,First,Pune,5.5
Hyundai i10 Sportz AT,2009,1197 CC,Petrol,Automatic,37000,Third,Bangalore,2.95
Honda Jazz 1.2 V CVT i VTEC,2016,1199 CC,Petrol,Automatic,28503,First,Kochi,6.86
Maruti Swift VDI BSIV,2015,1248 CC,Diesel,Manual,76496,First,Hyderabad,6.15
Hyundai i20 Asta 1.2,2011,1197 CC,Petrol,Manual,79152,Second,Pune,3.3
Volkswagen Polo Petrol Comfortline 1.2L,2011,1198 CC,Petrol,Manual,32000,First,Kolkata,2.55
Maruti Alto LXi,2009,796 CC,Petrol,Manual,35000,First,Ahmedabad,1.5
Toyota Corolla H4,2004,1794 CC,Petrol,Automatic,105000,Second,Chennai,2.5
Maruti Alto LXi,2006,796 CC,Petrol,Manual,56000,Second,Chennai,1.4
Tata Manza ELAN Quadrajet BS IV,2012,1248 CC,Diesel,Manual,73000,First,Pune,3.4
Maruti Alto LXi,2012,796 CC,Petrol,Manual,38000,First,Pune,2.25
Skoda Octavia Ambition Plus 2.0 TDI AT,2013,1968 CC,Diesel,Automatic,775000,First,Kolkata,7.5
Toyota Corolla H4,2008,1794 CC,Petrol,Automatic,80000,First,Kolkata,2.8
Hyundai i20 Asta Option 1.2,2016,1197 CC,Petrol,Manual,24973,First,Coimbatore,7.66
Maruti Vitara Brezza LDi,2016,1248 CC,Diesel,Manual,45000,First,Chennai,7.15
Honda City 1.5 V MT,2010,1497 CC,Petrol,Manual,87430,First,Delhi,3.5
Tata Indica Vista Aqua 1.3 Quadrajet,2014,1248 CC,Diesel,Manual,133944,Second,Hyderabad,3.5
Honda Amaze S i-Dtech,2013,1498 CC,Diesel,Manual,57000,First,Kolkata,3.45
Hyundai EON D Lite Plus,2016,814 CC,Petrol,Manual,27904,First,Coimbatore,3.55
BMW 3 Series Luxury Line,2015,1995 CC,Diesel,Automatic,30717,Second,Kochi,25.99
Hyundai Verna 1.6 SX,2012,1582 CC,Diesel,Manual,80000,First,Bangalore,5.25
Tata Manza Club Class Quadrajet90 LS,2013,1248 CC,Diesel,Manual,47304,First,Ahmedabad,2.9
Skoda Octavia RS,2005,1984 CC,Petrol,Automatic,100000,First,Jaipur,2.05
Maruti Alto K10 VXI,2017,998 CC,Petrol,Manual,30000,First,Pune,3.75
Ford Ecosport 1.5 DV5 MT Titanium Optional,2014,1498 CC,Diesel,Manual,68000,First,Mumbai,6.75
Chevrolet Spark 1.0 LS,2011,995 CC,Petrol,Manual,21000,Second,Kolkata,0.95
Jaguar XF 2.0 Diesel Portfolio,2017,1999 CC,Diesel,Automatic,21000,First,Hyderabad,52
Honda CR-V RVi MT,2007,1997 CC,Petrol,Manual,119000,Third,Jaipur,3.91
Skoda Superb L&K 1.8 TSI AT,2019,1798 CC,Petrol,Automatic,13747,First,Kochi,27.3
Hyundai i10 Magna 1.2,2009,1197 CC,Petrol,Manual,620000,First,Chennai,2.7
Maruti Swift LDI,2013,1248 CC,Diesel,Manual,70000,First,Delhi,3.5
Maruti Swift Dzire VXi AT,2016,1197 CC,Petrol,Automatic,18000,First,Mumbai,6.2
Nissan Micra Diesel XV,2011,1461 CC,Diesel,Manual,83000,First,Chennai,2.75
Maruti Swift Dzire Tour LDI,2015,1248 CC,Diesel,Manual,130000,First,Mumbai,3.25
Ford Fiesta Classic 1.4 Duratorq CLXI,2012,1399 CC,Diesel,Manual,63400,First,Pune,3.25
Maruti Zen LX,2003,993 CC,Petrol,Manual,65000,First,Kolkata,0.65
Mini Clubman Cooper S,2017,1998 CC,Petrol,Manual,8350,First,Pune,35
Toyota Etios GD,2014,1364 CC,Diesel,Manual,45000,First,Kolkata,3.25
Maruti Alto 800 2016-2019 LXI,2018,796 CC,Petrol,Manual,26200,First,Kolkata,2.9
Maruti Alto VXi,2011,796 CC,Petrol,Manual,11000,Third,Bangalore,2.9
BMW X5 3.0d,2009,2993 CC,Diesel,Automatic,90000,Second,Bangalore,17.75
Nissan Teana XV,2015,2496 CC,Petrol,Automatic,74000,Second,Mumbai,8.25
Hyundai Grand i10 AT Asta,2015,1197 CC,Petrol,Automatic,37081,First,Coimbatore,5.77
Maruti Vitara Brezza ZDi Plus,2017,1248 CC,Diesel,Manual,39000,First,Hyderabad,9.49
Audi Q7 3.0 TDI Quattro Premium Plus,2008,2967 CC,Diesel,Automatic,99000,Third,Mumbai,12.95
Mercedes-Benz GLA Class 200 CDI,2015,2143 CC,Diesel,Automatic,38000,First,Chennai,20
Maruti 800 AC,2007,796 CC,Petrol,Manual,72000,Third,Chennai,1
Renault Duster 85PS Diesel RxL,2015,1461 CC,Diesel,Manual,93000,Second,Chennai,7.1
Toyota Corolla Altis D-4D GL,2017,1364 CC,Diesel,Manual,5900,First,Mumbai,16.5
Mercedes-Benz New C-Class 220,2014,2148 CC,Diesel,Manual,25000,First,Chennai,26
Maruti Ritz VDi,2010,1248 CC,Diesel,Manual,68000,Second,Hyderabad,3.2
Honda BRV i-VTEC V CVT,2017,1497 CC,Petrol,Automatic,35676,First,Kochi,9.48
Hyundai Xcent 1.1 CRDi Base,2015,1120 CC,Diesel,Manual,74310,First,Kochi,4
Mercedes-Benz E-Class 2009-2013 E250 CDI Avantgarde,2014,2143 CC,Diesel,Automatic,59364,First,Jaipur,26.5
Mercedes-Benz B Class B180,2014,1595 CC,Petrol,Automatic,41380,Second,Kochi,11.77
Mercedes-Benz E-Class 2015-2017 E250 Edition E,2017,2143 CC,Diesel,Automatic,33900,First,Bangalore,37
Honda City i VTEC VX Option,2016,1497 CC,Petrol,Manual,28000,First,Mumbai,8.75
Hyundai Santro Xing XL eRLX Euro III,2007,1086 CC,Petrol,Manual,50958,First,Hyderabad,1.95
Honda City 1.5 S MT,2011,1497 CC,Petrol,Manual,93982,First,Chennai,3.75
Hyundai Verna Transform VTVT,2010,1599 CC,Petrol,Manual,95000,First,Pune,2.5
Jaguar XE Portfolio,2017,1999 CC,Petrol,Automatic,9000,First,Mumbai,34.5
Honda Amaze S i-Vtech,2015,1198 CC,Petrol,Manual,52516,First,Delhi,4.65
Mini Cooper Convertible 1.6,2015,1598 CC,Petrol,Automatic,20000,First,Bangalore,32
Mercedes-Benz S Class 2005 2013 S 350 CDI,2017,2987 CC,Diesel,Automatic,56451,First,Coimbatore,62.81
Hyundai EON Magna Plus,2014,814 CC,Petrol,Manual,37000,First,Chennai,3.25
Maruti Wagon R VXI BS IV,2014,998 CC,Petrol,Manual,17400,First,Kolkata,3.1
Maruti Ritz LDi,2011,1248 CC,Diesel,Manual,90207,First,Coimbatore,3.91
BMW 3 Series 320d Sedan,2011,1995 CC,Diesel,Automatic,89616,First,Chennai,11
Tata Xenon XT EX 4X2,2014,2179 CC,Diesel,Manual,85000,First,Pune,3.5
Audi A3 35 TDI Attraction,2014,1968 CC,Diesel,Automatic,79271,First,Chennai,16.5
Land Rover Range Rover 2.2L Dynamic,2012,2179 CC,Diesel,Automatic,56000,First,Hyderabad,30
Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury,2010,2987 CC,Diesel,Automatic,85001,Second,Pune,28
Mitsubishi Pajero Sport 4X2 AT DualTone BlackTop,2018,2477 CC,Diesel,Automatic,12000,First,Hyderabad,28
Maruti Alto LX,2010,796 CC,Petrol,Manual,125000,First,Jaipur,0.92
Maruti Wagon R LXI BSIII,2013,1061 CC,Petrol,Manual,53000,First,Pune,2.75
Land Rover Range Rover 2.2L Prestige,2017,2179 CC,Diesel,Automatic,34990,First,Coimbatore,53.83
Hyundai Verna 1.6 SX VTVT,2011,1591 CC,Petrol,Manual,49768,Second,Pune,4.95
BMW 5 Series 525d Sedan,2013,2993 CC,Diesel,Automatic,56000,First,Hyderabad,33.5
Jaguar XF Diesel,2013,2993 CC,Diesel,Automatic,75000,First,Bangalore,27.95
Skoda Superb Elegance 1.8 TSI AT,2010,1798 CC,Petrol,Automatic,57000,First,Hyderabad,7.25
Audi Q3 35 TDI Quattro Premium,2017,1968 CC,Diesel,Automatic,37542,First,Kochi,25.71
Land Rover Range Rover 2.2L Pure,2014,2179 CC,Diesel,Automatic,95649,First,Coimbatore,29.67
Mercedes-Benz New C-Class 220 CDI AT,2013,2143 CC,Diesel,Automatic,35299,First,Jaipur,19
Mahindra Scorpio S10 4WD,2017,2179 CC,Diesel,Manual,28464,First,Kochi,13.05
BMW 3 Series Luxury Line,2015,1995 CC,Diesel,Automatic,41000,First,Mumbai,25.5
Honda BR-V i-VTEC S MT,2017,1497 CC,Petrol,Manual,9000,First,Pune,8.5
Volvo S80 2006-2013 D5,2010,2400 CC,Diesel,Automatic,92098,Second,Chennai,7.25
Hyundai Accent GLE,2005,1495 CC,Petrol,Manual,5834,First,Pune,0.8
Hyundai i20 Active SX Petrol,2017,1197 CC,Petrol,Manual,40250,First,Jaipur,6.9
Mercedes-Benz GLC 43 AMG Coupe,2018,2996 CC,Petrol,Automatic,22397,First,Coimbatore,70.99
Hyundai EON Magna Plus,2015,814 CC,Petrol,Manual,20800,Second,Kolkata,2.25
Hyundai Grand i10 SportZ Edition,2018,1197 CC,Petrol,Manual,40322,First,Kochi,5.5
Honda City 1.5 EXI S,2013,1493 CC,Petrol,Manual,52576,First,Mumbai,4.35
Volkswagen Polo Petrol Trendline 1.2L,2010,1198 CC,Petrol,Manual,55000,First,Kolkata,2.25
Audi A6 35 TFSI Matrix,2016,1798 CC,Petrol,Automatic,47000,First,Mumbai,24.5
Volkswagen Jetta 2007-2011 1.9 L TDI,2010,1968 CC,Diesel,Manual,42021,First,Hyderabad,5.45
Hyundai Creta 1.6 SX Plus Dual Tone Petrol,2017,1591 CC,Petrol,Manual,23163,First,Coimbatore,12.03
Mercedes-Benz New C-Class C 200 CGI Avantgarde,2011,1796 CC,Petrol,Automatic,50000,Second,Mumbai,8.5
Mini Cooper Convertible S,2014,1998 CC,Petrol,Automatic,11900,First,Mumbai,28.5
Hyundai Santro Xing XO eRLX Euro II,2006,1086 CC,Petrol,Manual,108000,Second,Pune,1.2
Toyota Etios VD,2013,1364 CC,Diesel,Manual,37000,First,Bangalore,5.75
Honda Brio S MT,2014,1198 CC,Petrol,Manual,30000,Second,Delhi,3.2
Maruti Baleno Alpha Automatic,2018,1197 CC,Petrol,Automatic,12831,First,Coimbatore,9.89
Skoda Laura Ambiente 2.0 TDI CR AT,2012,1968 CC,Diesel,Automatic,143017,First,Coimbatore,6.58
Hyundai EON Era Plus,2018,814 CC,Petrol,Manual,13102,First,Kochi,4.06
Renault Captur 1.5 Diesel RXL,2019,1461 CC,Diesel,Manual,24950,First,Coimbatore,13.37
BMW 5 Series 2003-2012 GT 530d LE,2011,2993 CC,Diesel,Automatic,57832,First,Coimbatore,25.82
Maruti Alto 800 LXI,2016,796 CC,Petrol,Manual,34267,First,Kochi,3.74
Volvo V40 D3,2015,1984 CC,Diesel,Automatic,33000,Second,Bangalore,22
Maruti Wagon R LXI BSII,2007,998 CC,Petrol,Manual,55100,First,Ahmedabad,1.45
Honda City ZX GXi,2008,1497 CC,Petrol,Manual,40000,First,Kolkata,2
Maruti Eeco 5 STR With AC Plus HTR CNG,2017,1196 CC,CNG,Manual,31841,First,Kochi,4.7
Chevrolet Enjoy 1.4 LS 8,2014,1399 CC,Petrol,Manual,15000,First,Kolkata,3.75
Mahindra Bolero ZLX,2016,2523 CC,Diesel,Manual,82756,First,Coimbatore,7.7
Hyundai Santro GLS I - Euro I,2012,1086 CC,Petrol,Manual,50243,First,Coimbatore,3.35
Hyundai EON D Lite,2014,814 CC,Petrol,Manual,20600,First,Hyderabad,2.6
Hyundai Creta 1.6 SX Plus Petrol Automatic,2017,1591 CC,Petrol,Automatic,29952,First,Coimbatore,13.77
Volkswagen Vento 1.6 Comfortline,2017,1598 CC,Petrol,Manual,15000,Second,Mumbai,7.1
Honda Civic 2006-2010 1.8 S AT,2008,1799 CC,Petrol,Automatic,61938,Second,Pune,2.65
Tata Indica Vista Quadrajet LS,2014,1248 CC,Diesel,Manual,67000,First,Hyderabad,2.5
Mahindra XUV500 W8 2WD,2013,2179 CC,Diesel,Manual,61672,First,Kochi,7.53
Hyundai i20 1.2 Asta Option,2017,1197 CC,Petrol,Manual,26185,First,Coimbatore,7.98
Audi Q5 30 TDI quattro Premium Plus,2014,1968 CC,Diesel,Automatic,38000,Second,Bangalore,39
Maruti Ritz VXi,2011,1197 CC,Petrol,Manual,67000,Second,Chennai,2.25
Mitsubishi Cedia Sports,2010,1999 CC,Petrol,Manual,66000,Second,Chennai,3.85
Toyota Innova 2.5 V Diesel 7-seater,2015,2494 CC,Diesel,Manual,80883,First,Hyderabad,13.5
Maruti Celerio LDi,2016,793 CC,Diesel,Manual,80219,First,Hyderabad,3.5
Maruti S-Cross Delta DDiS 200 SH,2018,1248 CC,Diesel,Manual,12923,First,Delhi,8.92
Audi Q3 35 TDI Quattro Premium Plus,2016,1968 CC,Diesel,Automatic,86642,First,Coimbatore,20.37
BMW 3 Series Luxury Line,2016,1995 CC,Diesel,Automatic,19235,First,Bangalore,36.5
Audi Q7 4.2 TDI Quattro Technology,2016,4134 CC,Diesel,Automatic,51002,First,Coimbatore,48.91
Hyundai i20 2015-2017 Asta 1.2,2016,1197 CC,Petrol,Manual,6800,First,Pune,7.2
Renault Duster 110PS Diesel RxL,2012,1461 CC,Diesel,Manual,82749,First,Hyderabad,5.99
Hyundai Xcent 1.1 CRDi S Celebration Edition,2016,1120 CC,Diesel,Manual,51000,First,Pune,5.25
Ford Ecosport 1.5 DV5 MT Titanium,2014,1498 CC,Diesel,Manual,31465,First,Delhi,6.5
Volkswagen Polo Petrol Trendline 1.2L,2013,1198 CC,Petrol,Manual,76476,First,Hyderabad,4.4
Hyundai Grand i10 CRDi Magna,2017,1120 CC,Diesel,Manual,14000,First,Kolkata,4.6
Tata Manza Aqua Quadrajet BS IV,2013,1248 CC,Diesel,Manual,47000,First,Ahmedabad,2.95
Honda City 1.5 V MT,2011,1497 CC,Petrol,Manual,48466,First,Kolkata,3.26
Hyundai Santro Xing GLS,2008,1086 CC,Petrol,Manual,46000,Second,Bangalore,2.22
Toyota Innova 2.5 VX (Diesel) 7 Seater,2012,2494 CC,Diesel,Manual,162663,First,Hyderabad,10.5
Maruti Ciaz 1.3 S,2017,1248 CC,Diesel,Manual,25142,First,Coimbatore,8.26
Toyota Fortuner 4x4 MT TRD Sportivo,2013,2982 CC,Diesel,Manual,69000,First,Delhi,14.45
Ford Fiesta 1.6 SXI ABS Duratec,2009,1596 CC,Petrol,Manual,80524,Second,Chennai,2.5
Mercedes-Benz E-Class E 220 d,2018,1950 CC,Petrol,Automatic,26405,First,Kochi,51.43
Mercedes-Benz New C-Class 220 CDI MT,2014,2148 CC,Diesel,Manual,45000,First,Chennai,23
Skoda Yeti Ambition 4X2,2012,1968 CC,Diesel,Manual,64284,First,Kolkata,5.5
Hyundai Grand i10 Sportz,2015,1197 CC,Petrol,Manual,27000,First,Delhi,4.5
Ford Figo 2015-2019 1.2P Titanium MT,2018,1196 CC,Petrol,Manual,3678,First,Hyderabad,6.8
Skoda Octavia Ambition 1.4 TSI MT,2013,1395 CC,Petrol,Manual,21000,First,Mumbai,8.75
Renault Duster 85PS Diesel RxL Option,2015,1461 CC,Diesel,Manual,67000,Second,Mumbai,7
Land Rover Range Rover Evoque 2.0 TD4 Pure,2015,1999 CC,Diesel,Automatic,24000,Second,Delhi,33.5
Ford Figo Diesel EXI,2011,1399 CC,Diesel,Manual,75000,Second,Chennai,2.25
Ford Endeavour Hurricane Limited Edition,2008,2953 CC,Diesel,Automatic,179000,Second,Hyderabad,4.24
Toyota Fortuner 4x4 MT,2017,2982 CC,Diesel,Manual,47198,First,Coimbatore,28.42
Volkswagen Polo Diesel Comfortline 1.2L,2012,1199 CC,Diesel,Manual,52000,First,Kolkata,2.75
Maruti Ritz VDi,2011,1248 CC,Diesel,Manual,91000,First,Jaipur,3
Nissan Micra Diesel XV Premium,2013,1461 CC,Diesel,Manual,60000,First,Pune,3.55
Hyundai Verna 1.6 SX,2013,1582 CC,Diesel,Manual,37873,First,Kolkata,4.8
BMW 5 Series 2003-2012 523i,2011,2497 CC,Petrol,Automatic,31000,First,Kolkata,13.5
Mercedes-Benz GLS 350d 4MATIC,2017,2987 CC,Diesel,Automatic,129000,First,Pune,56
Honda CR-V 2.4L 4WD AT,2004,2354 CC,Petrol,Automatic,78000,First,Hyderabad,3.99
Hyundai Creta 1.6 CRDi AT SX Plus,2016,1582 CC,Diesel,Automatic,32000,First,Bangalore,15.5
Hyundai i10 Era,2010,1086 CC,Petrol,Manual,59000,Second,Jaipur,2.32
Mercedes-Benz A Class A200 CDI Sport,2016,2143 CC,Diesel,Automatic,35437,First,Kochi,18.58
Maruti Ertiga VXI,2014,1373 CC,Petrol,Manual,98000,First,Jaipur,5.5
Skoda Octavia Classic 1.9 TDI MT,2006,1896 CC,Diesel,Manual,72000,Second,Chennai,3.2
Honda Amaze VX i-Vtech,2015,1198 CC,Petrol,Manual,79000,First,Pune,4
Maruti Zen LXi BSII,2004,993 CC,Petrol,Manual,29000,First,Chennai,1.6
Maruti SX4 ZXI MT BSIV,2013,1586 CC,Petrol,Manual,66012,First,Kochi,4.15
Honda Brio VX AT,2014,1198 CC,Petrol,Automatic,35000,First,Mumbai,4.25
Maruti Wagon R VXI,2011,998 CC,Petrol,Manual,75000,First,Ahmedabad,2.6
Toyota Camry A/T,2008,2362 CC,Petrol,Automatic,80000,Second,Mumbai,3.43
Chevrolet Beat LS,2012,1199 CC,Petrol,Manual,32717,First,Kochi,2.55
Toyota Fortuner 4x4 AT,2017,2982 CC,Diesel,Automatic,25000,First,Delhi,32
Ford Ecosport 1.5 DV5 MT Titanium Optional,2014,1498 CC,Diesel,Manual,79000,First,Mumbai,6.25
Maruti Swift Vdi BSIII,2010,1248 CC,Diesel,Manual,86000,Second,Hyderabad,3.6
Mercedes-Benz S Class 2005 2013 S 350 CDI,2010,2987 CC,Diesel,Automatic,137000,First,Pune,18.5
Honda Mobilio S i VTEC,2015,1497 CC,Petrol,Manual,25000,Second,Mumbai,4.25
Hyundai Grand i10 Sportz,2017,1197 CC,Petrol,Manual,8500,Second,Mumbai,4.8
Mahindra XUV500 AT W8 FWD,2015,2179 CC,Diesel,Automatic,34000,First,Bangalore,13
Skoda Fabia 1.6 MPI Elegance,2012,1598 CC,Petrol,Manual,41629,Second,Pune,2.25
Hyundai Santro Xing GLS,2009,1086 CC,Petrol,Manual,80227,First,Hyderabad,2.3
Hyundai Creta 1.6 SX Plus Dual Tone Petrol,2019,1591 CC,Petrol,Manual,8587,First,Kochi,13.56
Mahindra Scorpio 1.99 S8,2017,1997 CC,Diesel,Manual,30000,First,Delhi,12.25
Skoda Rapid 1.6 TDI Ambition,2013,1598 CC,Diesel,Manual,64186,First,Pune,3.76
Renault Duster 110PS Diesel RxZ,2015,1461 CC,Diesel,Manual,76427,First,Coimbatore,8.58
BMW X5 xDrive 30d,2011,2993 CC,Diesel,Automatic,75000,First,Hyderabad,27.5
Toyota Etios G,2013,1496 CC,Petrol,Manual,27075,First,Coimbatore,4.95
Maruti Wagon R LXI,2012,998 CC,Petrol,Manual,30000,First,Ahmedabad,3.3
Hyundai Creta 1.6 SX,2016,1591 CC,Petrol,Manual,69434,First,Chennai,8
Maruti Celerio VXI,2014,998 CC,Petrol,Manual,56000,First,Jaipur,2.79
Land Rover Range Rover HSE Dynamic,2017,2179 CC,Diesel,Automatic,49275,First,Coimbatore,45.64
Chevrolet Beat LT,2014,1199 CC,Petrol,Manual,8700,First,Pune,2.55
Tata Nano Twist XT,2014,624 CC,Petrol,Manual,18000,Second,Ahmedabad,1
Audi A6 2011-2015 35 TDI Technology,2017,1968 CC,Diesel,Automatic,41041,First,Coimbatore,37.56
Mercedes-Benz E-Class 280 CDI,2009,2987 CC,Diesel,Automatic,80464,Second,Kochi,9.29
Maruti Swift VXI,2019,1197 CC,Petrol,Manual,20667,First,Kochi,6.37
Fiat Linea T Jet,2013,1368 CC,Petrol,Manual,60283,First,Coimbatore,2.98
Maruti Swift VXI Optional,2017,1197 CC,Petrol,Manual,31696,First,Kochi,5.75
Toyota Fortuner 3.0 Diesel,2010,2982 CC,Diesel,Manual,100000,First,Hyderabad,13
Maruti Ertiga ZXI,2014,1373 CC,Petrol,Manual,13361,First,Mumbai,6.8
BMW 3 Series 320i Sedan,2010,1995 CC,Petrol,Automatic,48394,First,Coimbatore,10.49
Maruti Ertiga VXI,2014,1373 CC,Petrol,Manual,47399,First,Jaipur,5.6
Honda City 1.5 V AT,2010,1497 CC,Petrol,Automatic,69000,Second,Mumbai,2.85
Hyundai Santa Fe 4X4,2013,2199 CC,Diesel,Manual,65278,First,Coimbatore,8.36
Tata Indigo LS,2005,1405 CC,Diesel,Manual,108000,First,Jaipur,1
Mercedes-Benz E-Class 2009-2013 E 250 Elegance,2010,2497 CC,Petrol,Automatic,50645,Second,Kolkata,10.75
Maruti Swift Dzire LDi,2011,1248 CC,Diesel,Manual,130002,First,Hyderabad,3.85
Ford Fiesta Classic 1.4 Duratorq CLXI,2012,1399 CC,Diesel,Manual,107000,First,Hyderabad,3
Honda City i VTEC CVT VX,2015,1497 CC,Petrol,Automatic,41950,First,Coimbatore,9.6
Toyota Fortuner 4x2 Manual,2012,2982 CC,Diesel,Manual,109000,First,Delhi,13.25
Honda Amaze VX O i VTEC,2016,1198 CC,Petrol,Manual,9000,First,Mumbai,5.75
Hyundai i20 Asta 1.4 CRDi,2014,1396 CC,Diesel,Manual,43900,First,Delhi,6.75
Chevrolet Enjoy TCDi LTZ 7 Seater,2013,1248 CC,Diesel,Manual,64000,Second,Bangalore,4.85
Mercedes-Benz New C-Class Progressive C 200,2019,1950 CC,Petrol,Automatic,13190,First,Kochi,38.99
